CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
138,False,Ms.,Jane,,Clayton,,South Bike Company,adventure-works\garrett1,jane1@adventure-works.com,206-555-0195,o02Imw+gyZX9J1yiTBKYD4M5XlerPqz3usX+v3CsDHA=,PZCGT2g=,91b9ef4b-2fa8-4936-ac71-1fa1b3624d12,2007-08-01T00:00:00.0000000
142,False,Mr.,Jon,,Grande,,Riding Cycles,adventure-works\jae0,jon1@adventure-works.com,1 (11) 500 555-0114,26rwIeR9oyfo+P6lodeASP/MAC2/tdKFbmFVC5uBRmA=,83inWt0=,b821d13f-e9db-4a3b-87d0-7e867a161575,2007-09-01T00:00:00.0000000
145,False,Mr.,Ted,,Bremer,,Raw Materials Inc,adventure-works\pamela0,ted0@adventure-works.com,962-555-0166,mBQHYK00pq9+tDgH7TR6fPrrYQ2drX7/VuuHgkUSOiQ=,MxiyX14=,fec5609d-042b-4480-b1ba-55f2d4107327,2005-08-01T00:00:00.0000000
146,False,Mr.,Richard,,Bready,,Latest Sports Equipment,adventure-works\david8,richard1@adventure-works.com,340-555-0131,kOabrc0OqOISR4N3D3FZkOh3yAKQCF/ozSx7G00Kpt0=,jpRF8lY=,5475e9dd-98ca-4989-b7a2-3fc929beea12,2005-07-01T00:00:00.0000000
147,False,Ms.,Alice,,Clark,,Local Hardware Factory,adventure-works\jillian0,alice1@adventure-works.com,221-555-0141,ZZhnNULC5d/7tZv0hUtCl4jKwgyZql8aSrIzlTaTvg0=,hGHOthw=,03836a0b-7ad8-4115-8d23-6efa0d8deea1,2006-09-01T00:00:00.0000000
148,False,Mr.,Alan,,Brewer,,Lots of Bikes Storehouse,adventure-works\jillian0,alan1@adventure-works.com,494-555-0134,t9ecYoVIOcEiyXvl+noHoCymcRlJij1fzZzXfKeZ/R0=,6ZoXk8E=,79355855-a002-4393-bb6e-36f90913fa4d,2005-11-01T00:00:00.0000000
149,False,Mr.,Cornelius,L.,Brandon,,Initial Bike Company,adventure-works\shu0,cornelius0@adventure-works.com,229-555-0114,fftjn+fbjvHFJ4bf7rTpLdlCHv61xF+y0ZPKKevQV98=,OzSaq2k=,baa99d94-2fc2-4a1c-8b67-2c3210eb90c3,2006-09-01T00:00:00.0000000
150,False,Ms.,Jill,J.,Christie,,Fleet Bikes,adventure-works\linda3,jill1@adventure-works.com,927-555-0198,Vlb2fj7yW2d5JtfPLZvbicsQNEgLhh0b93Uw2pLEBuE=,2cMmc9Y=,285c5dd7-75d6-460d-97ba-aa86d86637c0,2006-08-01T00:00:00.0000000
151,False,Mr.,Walter,J.,Brian,IV,Futuristic Bikes,adventure-works\shu0,walter0@adventure-works.com,163-555-0155,NN11OHHxrOm6r8lPyhXuBk13QMD+8tph5PIdJ4t0JmY=,PiILPfc=,7f2891f7-dd88-470b-95ae-cc9a7d732b1f,2006-09-01T00:00:00.0000000
154,False,Mr.,Carlton,M.,Carlisle,,Camping and Sports Store,adventure-works\josé1,carlton0@adventure-works.com,193-555-0116,GJhY98QoDTRmv/6f6RcLwoj2v33jAZopR8AjLor/sqc=,fYgdeM0=,4f60f75e-b20a-4056-874c-b7f3bd33bf3f,2007-09-01T00:00:00.0000000
155,False,Mr.,Joseph,N.,Castellucio,,Corner Bicycle Supply,adventure-works\josé1,joseph1@adventure-works.com,180-555-0114,NLAR7H8spiCb/C0qY+3qkJm3VuoSOqDw7yspRc1CTTg=,Whn5BXY=,3b56cd66-5ddf-430c-ab41-3ff6a1836868,2005-09-01T00:00:00.0000000
156,False,Mr.,Lester,J.,Bowman,Sr.,Metal Processing Company,adventure-works\garrett1,lester0@adventure-works.com,844-555-0112,+CFHIbYlE+nsmSbCpJOTLZXChbtYA9JzdSnd1Qejk5g=,w7ec7iI=,cfffaafb-98dc-4392-84f9-fb3229f35265,2005-09-01T00:00:00.0000000
160,False,Ms.,Brigid,F.,Cavendish,,Vigorous Sports Store,adventure-works\jae0,brigid0@adventure-works.com,1 (11) 500 555-0178,20rlqqjWOPLBi7oYKBrHMzouHcYl6OknJcV+yc0zQKo=,QS6UTS4=,b42d510d-3ae4-4911-88cf-8d90d6bd0922,2006-09-01T00:00:00.0000000
